Name,AltName,OrigName,State,County1,County2,County3,OrigCounty,Established,Discontinued,Continuous,StampIndex,ID,Coordinates,Duration,GNIS.Match,GNIS.Name,GNIS.County,GNIS.State,GNIS.FEATURE_ID,GNIS.Feature.Class,GNIS.OrigName,GNIS.OrigCounty,GNIS.Latitude,GNIS.Longitude,GNIS.ELEV_IN_M,GNIS.Dist,Latitude,Longitude
WILKES,,WILKES,NC,WILKES,,,Wilkes,1793,1819,TRUE,7,122192,TRUE,26,TRUE,WILKES,WILKES,NC,1008595,Civil,Wilkes County,Wilkes,36.20628,-81.16339,401,,36.20628,-81.16339
WILLIAMSTON,,WILLIAMSTON,NC,MARTIN,,,Martin,1793,,TRUE,0,122313,TRUE,,TRUE,WILLIAMSTON,MARTIN,NC,1024961,Post Office,Williamston Post Office,Martin,35.85525,-77.05414,20,1,35.85525,-77.05414
WOODSTOCK,,WOODSTOCK,VA,SHENANDOAH,,,Shenandoah,1793,,TRUE,0,123119,TRUE,,TRUE,WOODSTOCK,SHENANDOAH,VA,1673948,Post Office,Woodstock Post Office,Shenandoah,38.88206,-78.50751,242,1,38.88206,-78.50751
WYTHE COURTHOUSE,WYTHE,WYTHE COURTHOUSE,VA,WYTHE,,,Wythe,1793,1839,FALSE,6,123363,TRUE,46,TRUE,WYTHE,WYTHE,VA,1487105,School,Wythe High School,Wythe,36.9412,-81.1023,712,1,36.9412,-81.1023
ABBEVILLE,,ABBEVILLE (CH),SC,ABBEVILLE,,,Abbeville,1794,,TRUE,0,23,TRUE,,TRUE,ABBEVILLE,ABBEVILLE,SC,1244839,Populated Place,Abbeville,Abbeville,34.1781719,-82.3790148,181,1,34.1781719,-82.3790148
ALLENTOWN,,ALLENTOWN,NJ,MONMOUTH,,,Monmouth,1794,,TRUE,0,800,TRUE,,TRUE,ALLENTOWN,MONMOUTH,NJ,2802096,Post Office,Allentown Post Office,Monmouth,40.1776423,-74.5848373,25,1,40.1776423,-74.5848373
BEAUFORT,,BEAUFORT,SC,BEAUFORT,,,Beaufort,1794,,TRUE,0,3664,TRUE,,TRUE,BEAUFORT,BEAUFORT,SC,1252234,Post Office,Beaufort Post Office,Beaufort,32.4340109,-80.6723526,3,1,32.4340109,-80.6723526
BELFAST,,BELFAST,ME,HANCOCK,,,Hancock/Waldo,1794,,TRUE,0,3959,FALSE,,FALSE,,,,,,,,,,,,,
BLUE HILL,,BLUE HILL,ME,HANCOCK,,,Hancock,1794,,TRUE,0,5592,TRUE,,TRUE,BLUE HILL,HANCOCK,ME,1911430,Post Office,Blue Hill Post Office,Hancock,44.4144689,-68.5862431,5,1,44.4144689,-68.5862431
BRIDGEHAMPTON,,BRIDGEHAMPTON,NY,SUFFOLK,,,Suffolk,1794,,TRUE,0,6801,TRUE,,TRUE,BRIDGEHAMPTON,SUFFOLK,NY,2713594,Post Office,Bridgehampton Post Office,Suffolk,40.9355699,-72.3070138,11,1,40.9355699,-72.3070138
BROOKFIELD,,BROOKFIELD,MA,WORCESTER,,,Worcester,1794,,TRUE,0,7117,TRUE,,TRUE,BROOKFIELD,WORCESTER,MA,1979574,Post Office,Brookfield Post Office,Worcester,42.2161344,-72.1010721,213,1,42.2161344,-72.1010721
CAMDEN,,CAMDEN,ME,LINCOLN,,KNOX,Lincoln/Waldo/Knox,1794,,TRUE,0,8496,FALSE,,FALSE,,,,,,,,,,,,,
CANANDAIGUA,,CANANDAIGUA,NY,ONTARIO,,,Ontario,1794,,TRUE,0,8686,TRUE,,TRUE,CANANDAIGUA,ONTARIO,NY,2617842,Post Office,Canandaigua Post Office,Ontario,42.8757048,-77.2528965,210,1,42.8757048,-77.2528965
CHERAW,,CHERAW,SC,CHESTERFIELD,,,Chesterfield,1794,,FALSE,0,10357,TRUE,,TRUE,CHERAW,CHESTERFIELD,SC,1252201,Post Office,Cheraw Post Office,Chesterfield,34.6968623,-79.8851964,50,1,34.6968623,-79.8851964
CHERRY VALLEY,,CHERRY VALLEY,NY,OTSEGO,,,Otsego,1794,,TRUE,0,10426,TRUE,,TRUE,CHERRY VALLEY,OTSEGO,NY,2795691,Post Office,Cherry Valley Post Office,Otsego,42.7982934,-74.7583452,404,1,42.7982934,-74.7583452
CHESTER,,CHESTER,NH,ROCKINGHAM,,,Rockingham,1794,,TRUE,0,10489,TRUE,,TRUE,CHESTER,ROCKINGHAM,NH,1914184,Post Office,Chester Post Office,Rockingham,42.9573432,-71.2577123,144,1,42.9573432,-71.2577123
CHESTER,,CHESTER (CH),SC,CHESTER,,,Chester,1794,,TRUE,0,10499,TRUE,,TRUE,CHESTER,CHESTER,SC,1252063,Post Office,Chester Post Office,Chester,34.7085694,-81.2090345,159,1,34.7085694,-81.2090345
CORAM,,CORAM,NY,SUFFOLK,,,Suffolk,1794,,TRUE,0,12592,TRUE,,TRUE,CORAM,SUFFOLK,NY,2713563,Post Office,Coram Post Office,Suffolk,40.8698099,-73.0108736,26,1,40.8698099,-73.0108736
DIGHTON,,DIGHTON,MA,BRISTOL,,,Bristol,1794,,TRUE,0,15315,TRUE,,TRUE,DIGHTON,BRISTOL,MA,2783634,Post Office,Dighton Post Office,Bristol,41.8149034,-71.1211345,4,1,41.8149034,-71.1211345
DUCKTRAP,,DUCKTRAP,ME,HANCOCK,,,Hancock,1794,1802,TRUE,7,16133,FALSE,8,FALSE,,,,,,,,,,,,,
EDGARTOWN,,EDGARTOWN,MA,DUKES,,,Dukes,1794,,TRUE,0,17563,TRUE,,TRUE,EDGARTOWN,DUKES,MA,1974839,Post Office,Edgartown Post Office,Dukes,41.3948845,-70.5294316,6,1,41.3948845,-70.5294316
EDGEFIELD,,EDGEFIELD (CH),SC,EDGEFIELD,,,Edgefield,1794,,TRUE,0,17579,TRUE,,TRUE,EDGEFIELD,EDGEFIELD,SC,1247634,Populated Place,Edgefield,Edgefield,33.7895774,-81.9295582,161,1,33.7895774,-81.9295582
GENEVA,,GENEVA,NY,ONTARIO,,,Ontario,1794,,TRUE,0,22133,TRUE,,TRUE,GENEVA,ONTARIO,NY,2795776,Post Office,Geneva Post Office,Ontario,42.8677095,-76.9831484,142,1,42.8677095,-76.9831484
GOULDSBORO,,GOULDSBORO (1),ME,HANCOCK,,,Hancock,1794,1971,TRUE,1,23230,TRUE,177,TRUE,GOULDSBORO,HANCOCK,ME,1911638,Post Office,Gouldsboro Post Office,Hancock,44.4717738,-68.0955733,39,1,44.4717738,-68.0955733
HACKETTSTOWN,,HACKETTSTOWN,NJ,WARREN,,,Warren,1794,,TRUE,0,24466,TRUE,,TRUE,HACKETTSTOWN,WARREN,NJ,2044215,Post Office,Hackettstown Post Office,Warren,40.8534883,-74.8305952,177,1,40.8534883,-74.8305952
HALLOWELL COURT HOUSE,HALLOWELL,HALLOWELL COURT HOUSE,ME,KENNEBEC,,,Kennebec,1794,1797,TRUE,8,24679,TRUE,3,TRUE,HALLOWELL,KENNEBEC,ME,2768930,Post Office,Hallowell Post Office,Kennebec,44.2873599,-69.7908937,15,1,44.2873599,-69.7908937
HALLOWELL HOOK,,HALLOWELL HOOK,ME,KENNEBEC,,,Kennebec,1794,1797,TRUE,8,24681,TRUE,3,TRUE,HALLOWELL HOOK,KENNEBEC,ME,567519,Populated Place,Hallowell Hook,Kennebec,44.2859022,-69.7908786,9,1,44.2859022,-69.7908786
HAVERHILL,,HAVERHILL,NH,GRAFTON,,,Grafton,1794,,TRUE,0,25600,TRUE,,TRUE,HAVERHILL,GRAFTON,NH,1916587,Post Office,Haverhill Post Office,Grafton,44.041281,-72.058739,159,1,44.041281,-72.058739
HUNTINGTON,,HUNTINGTON,NY,SUFFOLK,,,Suffolk,1794,,FALSE,0,28024,TRUE,,TRUE,HUNTINGTON,SUFFOLK,NY,2358794,Post Office,Huntington Post Office,Suffolk,40.8725149,-73.4293222,14,1,40.8725149,-73.4293222
JAMAICA,,JAMAICA,NY,QUEENS,,,Queens,1794,,TRUE,0,29048,TRUE,,TRUE,JAMAICA,QUEENS,NY,2080422,Post Office,Jamaica Post Office,Queens,40.70766,-73.797751,20,1,40.70766,-73.797751
KILLINGWORTH,,KILLINGWORTH (1),CT,MIDDLESEX,,,Middlesex,1794,1838,TRUE,5,30424,TRUE,44,TRUE,KILLINGWORTH,MIDDLESEX,CT,1923724,Post Office,Killingworth Post Office,Middlesex,41.2783786,-72.5274404,6,1,41.2783786,-72.5274404
LANCASTER,,LANCASTER,MA,WORCESTER,,,Worcester,1794,,TRUE,0,31502,TRUE,,TRUE,LANCASTER,WORCESTER,MA,1980010,Post Office,Lancaster Post Office,Worcester,42.4566253,-71.6734397,91,1,42.4566253,-71.6734397
LAURENS,,LAURENS (CH),SC,LAURENS,,,Laurens,1794,,TRUE,0,31854,TRUE,,TRUE,LAURENS,LAURENS,SC,1252167,Post Office,Laurens Post Office,Laurens,34.4981784,-82.0153711,183,1,34.4981784,-82.0153711
LEOMINSTER,,LEOMINSTER,MA,WORCESTER,,,Worcester,1794,,TRUE,0,32374,TRUE,,TRUE,LEOMINSTER,WORCESTER,MA,1975312,Post Office,Leominster Post Office,Worcester,42.5281285,-71.7587959,120,1,42.5281285,-71.7587959
LONDONDERRY,,LONDONDERRY (1),NH,ROCKINGHAM,,,Rockingham,1794,1905,TRUE,3,33568,TRUE,111,TRUE,LONDONDERRY,ROCKINGHAM,NH,1914365,Post Office,Londonderry Post Office,Rockingham,42.8593622,-71.3546823,95,1,42.8593622,-71.3546823
MACHIAS,,MACHIAS,ME,WASHINGTON,,,Washington,1794,,FALSE,0,34584,TRUE,,TRUE,MACHIAS,WASHINGTON,ME,1909250,Post Office,Machias Post Office,Washington,44.7157498,-67.4599845,21,1,44.7157498,-67.4599845
MENDON,,MENDON,MA,WORCESTER,,,Worcester,1794,,TRUE,0,36796,TRUE,,TRUE,MENDON,WORCESTER,MA,1980084,Post Office,Mendon Post Office,Worcester,42.1053152,-71.5522377,113,1,42.1053152,-71.5522377
MONMOUTH,,MONMOUTH,ME,KENNEBEC,,,Kennebec,1794,,TRUE,0,38052,TRUE,,TRUE,MONMOUTH,KENNEBEC,ME,2768938,Post Office,Monmouth Post Office,Kennebec,44.237842,-70.0356045,83,1,44.237842,-70.0356045
MORRISVILLE,,MORRISVILLE,PA,BUCKS,,,Bucks,1794,,TRUE,0,38557,TRUE,,TRUE,MORRISVILLE,BUCKS,PA,2777414,Post Office,Morrisville Post Office,Bucks,40.2003969,-74.8115903,30,1,40.2003969,-74.8115903
NARRAGAUGUS,,NARRAGAUGUS,ME,WASHINGTON,,,Washington,1794,1870,TRUE,1,39628,TRUE,76,TRUE,NARRAGUAGUS,WASHINGTON,ME,1909106,Post Office,Narraguagus Post Office,Washington,44.5978228,-67.9186783,21,0.818181818,44.5978228,-67.9186783
NEW GLOUCESTER,,NEW GLOUCESTER,ME,CUMBERLAND,,,Cumberland,1794,,TRUE,0,40153,TRUE,,TRUE,NEW GLOUCESTER,CUMBERLAND,ME,572111,Populated Place,New Gloucester,Cumberland,43.962853,-70.2825536,100,1,43.962853,-70.2825536
NEW LEBANON,,NEW LEBANON,NY,COLUMBIA,,,Columbia,1794,,FALSE,0,40228,TRUE,,TRUE,NEW LEBANON,COLUMBIA,NY,2780791,Post Office,New Lebanon Post Office,Columbia,42.4682314,-73.3911826,219,1,42.4682314,-73.3911826
NEWCASTLE,,NEWCASTLE,ME,LINCOLN,,,Lincoln,1794,,TRUE,0,40456,TRUE,,TRUE,NEWCASTLE,LINCOLN,ME,1909878,Post Office,Newcastle Post Office,Lincoln,44.041964,-69.5337598,6,1,44.041964,-69.5337598
ORANGEBURG,,ORANGEBURG (CH),SC,ORANGEBURG,,,Orangeburg,1794,,TRUE,0,42857,TRUE,,TRUE,ORANGEBURG,ORANGEBURG,SC,1252278,Post Office,Orangeburg Post Office,Orangeburg,33.4940205,-80.8674058,56,1,33.4940205,-80.8674058
PASSAMAQUODDY,,PASSAMAQUODDY,ME,WASHINGTON,,,Washington,1794,1802,TRUE,8,43993,FALSE,8,FALSE,,,,,,,,,,,,,
PENDLETON,,PENDLETON (CH),SC,ANDERSON,,,Anderson,1794,,TRUE,0,44480,TRUE,,TRUE,PENDLETON,ANDERSON,SC,1225357,Populated Place,Pendleton,Anderson,34.6517733,-82.7837515,259,1,34.6517733,-82.7837515
PENOBSCOT,,PENOBSCOT (1),ME,HANCOCK,,,Hancock,1794,1796,TRUE,9,44549,TRUE,2,TRUE,PENOBSCOT,HANCOCK,ME,1911468,Post Office,Penobscot Post Office,Hancock,44.3887619,-68.798462,24,1,44.3887619,-68.798462
PITTSFIELD,,PITTSFIELD,MA,BERKSHIRE,,,Berkshire,1794,,TRUE,0,45536,TRUE,,TRUE,PITTSFIELD,BERKSHIRE,MA,1978889,Post Office,Pittsfield Post Office,Berkshire,42.4490874,-73.2489167,313,1,42.4490874,-73.2489167
PITTSTOWN,,PITTSTOWN,ME,KENNEBEC,,,Kennebec,1794,1803,TRUE,8,45557,TRUE,9,TRUE,PITTSTON,KENNEBEC,ME,579892,Populated Place,Pittston,Kennebec,44.2217367,-69.7555995,25,0.888888889,44.2217367,-69.7555995
POMFRET,,POMFRET,CT,WINDHAM,,,Windham,1794,,TRUE,0,46095,TRUE,,TRUE,POMFRET,WINDHAM,CT,1924639,Post Office,Pomfret Post Office,Windham,41.8975869,-71.959,172,1,41.8975869,-71.959
PROSPECT,,PROSPECT (1),ME,HANCOCK,,,Hancock/Waldo,1794,1857,FALSE,5,46934,TRUE,63,TRUE,PROSPECT,HANCOCK,ME,573841,Cape,Prospect Point,Hancock,44.3848025,-68.0175037,4,,44.3848025,-68.0175037
QUEENS,,QUEENS (1),NY,QUEENS,,,Queens,1794,1805,TRUE,9,47247,TRUE,11,TRUE,QUEENS,QUEENS,NY,962086,Populated Place,Queens,Queens,40.7267692,-73.7415208,27,1,40.7267692,-73.7415208
SAG HARBOR,,SAG HARBOR,NY,SUFFOLK,,,Suffolk,1794,,TRUE,0,50372,TRUE,,TRUE,SAG HARBOR,SUFFOLK,NY,2713595,Post Office,Sag Harbor Post Office,Suffolk,41.0017576,-72.2968131,2,1,41.0017576,-72.2968131
SMITHTOWN,,SMITHTOWN,NY,SUFFOLK,,,Suffolk,1794,,FALSE,0,53361,TRUE,,TRUE,SMITHTOWN,SUFFOLK,NY,2713598,Post Office,Smithtown Post Office,Suffolk,40.8545528,-73.1866843,17,1,40.8545528,-73.1866843
SOUTH KINGSTON,,SOUTH KINGSTON,RI,WASHINGTON,,,Washington,1794,1826,TRUE,7,54000,TRUE,32,TRUE,SOUTH KINGSTON,WASHINGTON,RI,1902525,School,South Kingston High School,Washington,41.4464907,-71.4953357,14,1,41.4464907,-71.4953357
SOUTHAMPTON,,SOUTHAMPTON,NY,SUFFOLK,,,Suffolk,1794,,TRUE,0,54308,TRUE,,TRUE,SOUTHAMPTON,SUFFOLK,NY,2713599,Post Office,Southampton Post Office,Suffolk,40.8909677,-72.3953771,7,1,40.8909677,-72.3953771
SUFFOLK,,SUFFOLK,NY,SUFFOLK,,,Suffolk,1794,1874,FALSE,3,55829,TRUE,80,TRUE,SUFFOLK,SUFFOLK,NY,974149,Civil,Suffolk County,Suffolk,40.9404611,-72.6852413,15,,40.9404611,-72.6852413
SULLIVAN,,SULLIVAN,ME,HANCOCK,,,Hancock,1794,1972,FALSE,1,55894,TRUE,178,TRUE,SULLIVAN,HANCOCK,ME,1911988,Post Office,Sullivan Post Office,Hancock,44.5326678,-68.2369162,21,1,44.5326678,-68.2369162
TRAP,TRAPP,TRAP(P),PA,MONTGOMERY,,,Montgomery,1794,1832,TRUE,6,57954,TRUE,38,TRUE,TRAPPE,MONTGOMERY,PA,1189726,Populated Place,Trappe,Montgomery,40.1989921,-75.4762927,89,0.8,40.1989921,-75.4762927
TRENTON,,TRENTON (1),ME,HANCOCK,,,Hancock,1794,1803,TRUE,8,58031,TRUE,9,TRUE,TRENTON,HANCOCK,ME,1911581,Post Office,Trenton Post Office,Hancock,44.5419208,-68.4214033,21,1,44.5419208,-68.4214033
WALDOBORO,,WALDOBORO,ME,LINCOLN,,,Lincoln,1794,,TRUE,0,59980,TRUE,,TRUE,WALDOBORO,LINCOLN,ME,1909972,Post Office,Waldoboro Post Office,Lincoln,44.096205,-69.3734589,37,1,44.096205,-69.3734589
WALLINGFORD,,WALLINGFORD,CT,NEW HAVEN,,,New Haven,1794,,TRUE,0,60100,TRUE,,TRUE,WALLINGFORD,NEW HAVEN,CT,1933065,Post Office,Wallingford Post Office,New Haven,41.4538757,-72.818076,43,1,41.4538757,-72.818076
WALPOLE,,WALPOLE,NH,CHESHIRE,,,Cheshire,1794,,TRUE,0,60196,TRUE,,TRUE,WALPOLE,CHESHIRE,NH,1917992,Post Office,Walpole Post Office,Cheshire,43.0788802,-72.4263809,123,1,43.0788802,-72.4263809
WARREN,,WARREN,ME,LINCOLN,,,Lincoln/Knox,1794,,TRUE,0,60398,FALSE,,FALSE,,,,,,,,,,,,,
WASHINGTON,,WASHINGTON,PA,WASHINGTON,,,Washington,1794,,TRUE,0,60508,TRUE,,TRUE,WASHINGTON,WASHINGTON,PA,2779792,Post Office,Washington Post Office,Washington,40.1720693,-80.2528119,319,1,40.1720693,-80.2528119
WAYNESBORO,WAYNESBOROUGH,WAYNESBORO(UGH) (CH),GA,BURKE,,,Burke,1794,,TRUE,0,60797,TRUE,,TRUE,WAYNESBORO,BURKE,GA,348086,Post Office,Waynesboro Post Office,Burke,33.0905396,-82.0124635,78,1,33.0905396,-82.0124635
WESTMINSTER,,WESTMINSTER,VT,WINDHAM,,,Windham,1794,,TRUE,0,61980,TRUE,,TRUE,WESTMINSTER,WINDHAM,VT,1921260,Post Office,Westminster Post Office,Windham,43.0686602,-72.4571869,95,1,43.0686602,-72.4571869
WETHERSFIELD,,WETHERSFIELD,CT,HARTFORD,,,Hartford,1794,1923,TRUE,1,62073,TRUE,129,TRUE,WETHERSFIELD,HARTFORD,CT,1950902,Post Office,Wethersfield Post Office,Hartford,41.7101165,-72.6622459,9,1,41.7101165,-72.6622459
WINNSBORO,WINNSBOROUGH,WINNSBORO(UGH),SC,FAIRFIELD,,,Fairfield,1794,,TRUE,0,63156,TRUE,,TRUE,WINNSBORO,FAIRFIELD,SC,1252233,Post Office,Winnsboro Post Office,Fairfield,34.3829234,-81.0870331,160,1,34.3829234,-81.0870331
WINTHROP,,WINTHROP,ME,KENNEBEC,,,Kennebec,1794,,TRUE,0,63228,TRUE,,TRUE,WINTHROP,KENNEBEC,ME,2768923,Post Office,Winthrop Post Office,Kennebec,44.3072155,-69.9729803,69,1,44.3072155,-69.9729803
AVERYSBORO,AVERYSBOROUGH,AVERYSBORO(UGH),NC,CUMBERLAND,,,Cumberland/Harnett,1794,1884,FALSE,5,66573,TRUE,90,TRUE,AVERASBORO,CUMBERLAND,NC,996656,Populated Place,Averasboro,Cumberland,35.1629419,-78.7361323,42,0.9,35.1629419,-78.7361323
BARDSTOWN,,BARDSTOWN,KY,NELSON,,,Nelson,1794,,TRUE,0,67117,TRUE,,TRUE,BARDSTOWN,NELSON,KY,1828991,Post Office,Bardstown Post Office,Nelson,37.8111648,-85.4759852,195,1,37.8111648,-85.4759852
BATH COURTHOUSE,BATH,BATH COURTHOUSE,VA,BATH,,,Bath,1794,1877,TRUE,3,67430,TRUE,83,TRUE,BATH,BATH,VA,1673638,Civil,Bath County,Bath,38.0586888,-79.7410619,738,,38.0586888,-79.7410619
BEL AIR,,BEL AIR,MD,HARFORD,,,Harford,1794,,TRUE,0,67980,TRUE,,TRUE,BEL AIR,HARFORD,MD,1698066,Post Office,Bel Air Post Office,Harford,39.5288087,-76.3614285,114,1,39.5288087,-76.3614285
BERMUDA HUNDRED,,BERMUDA HUNDRED,VA,CHESTERFIELD,,,Chesterfield,1794,1941,FALSE,2,68491,TRUE,147,TRUE,BERMUDA HUNDRED,CHESTERFIELD,VA,1463099,Locale,Bermuda Hundred,Chesterfield,37.3415371,-77.2713661,2,1,37.3415371,-77.2713661
BETHANIA,,BETHANIA,NC,FORSYTH,,,Forsyth,1794,,TRUE,0,68613,TRUE,,TRUE,BETHANIA,FORSYTH,NC,2774242,Post Office,Bethania Post Office,Forsyth,36.1855669,-80.3371699,255,1,36.1855669,-80.3371699
CASWELL COURT HOUSE,CASWELL,CASWELL COURT HOUSE,NC,CASWELL,,,Caswell,1794,1833,TRUE,5,73162,TRUE,39,TRUE,CASWELL COURT HOUSE,CASWELL,NC,997688,Populated Place,Caswell Court House,Caswell,36.40403,-79.33613,185,1,36.40403,-79.33613
CHAPEL HILL,,CHAPEL HILL,NC,ORANGE,,,Orange,1794,,TRUE,0,73763,TRUE,,TRUE,CHAPEL HILL,ORANGE,NC,2455240,Post Office,Chapel Hill Post Office,Orange,35.92842,-79.03111,80,1,35.92842,-79.03111
CHARLOTTE,,CHARLOTTE,NC,MECKLENBURG,,,Mecklenburg,1794,,TRUE,0,73837,TRUE,,TRUE,CHARLOTTE,MECKLENBURG,NC,2773774,Post Office,Charlotte Post Office,Mecklenburg,35.22193,-80.83387,209,1,35.22193,-80.83387
CHARLOTTE COURTHOUSE,CHARLOTTE,CHARLOTTE COURTHOUSE,VA,CHARLOTTE,,,Charlotte,1794,,TRUE,0,73841,TRUE,,TRUE,CHARLOTTE COURTHOUSE,CHARLOTTE,VA,1498462,Populated Place,Charlotte Courthouse,Charlotte,37.05654,-78.63833,183,1,37.05654,-78.63833
CHATHAM COURT HOUSE,CHATHAM,CHATHAM COURT HOUSE,NC,CHATHAM,,,Chatham,1794,1819,TRUE,5,73893,TRUE,25,TRUE,CHATHAM,CHATHAM,NC,1006490,School,Chatham Middle School,Chatham,35.72986,-79.45974,195,1,35.72986,-79.45974
CINCINNATI,,CINCINNATI,OH,HAMILTON,,,Hamilton,1794,,TRUE,0,74358,TRUE,,TRUE,CINCINNATI,HAMILTON,OH,1083181,Post Office,Cincinnati Post Office,Hamilton,39.1147,-84.53675,150,1,39.1147,-84.53675
CULPEPER COURTHOUSE,CULPEPER,CULPEPER COURTHOUSE,VA,CULPEPER,,,Culpeper,1794,1870,TRUE,2,77052,TRUE,76,TRUE,CULPEPER,CULPEPER,VA,1499025,Post Office,Culpeper Post Office,Culpeper,38.47222,-77.99616,125,1,38.47222,-77.99616
CUMBERLAND COURTHOUSE,CUMBERLAND,CUMBERLAND COURTHOUSE,VA,CUMBERLAND,,,Cumberland,1794,1893,TRUE,2,77082,TRUE,99,TRUE,CUMBERLAND,CUMBERLAND,VA,1494113,Post Office,Cumberland Post Office,Cumberland,37.49639,-78.24418,144,1,37.49639,-78.24418
DUPLIN,OLD,DUPLIN (OLD) C.H.,NC,DUPLIN,,,Duplin,1794,1841,TRUE,6,79553,TRUE,47,TRUE,DUPLIN,DUPLIN,NC,1026132,Civil,Duplin County,Duplin,34.93653,-77.93303,28,,34.93653,-77.93303
FALMOUTH,,FALMOUTH,VA,STAFFORD,,,Stafford,1794,1963,TRUE,1,82072,TRUE,169,TRUE,FALMOUTH,STAFFORD,VA,1749105,Post Office,Falmouth Post Office,Stafford,38.35482,-77.5087,92,1,38.35482,-77.5087
FRANKFORT,,FRANKFORT,KY,FRANKLIN,,,Franklin,1794,,TRUE,0,83672,TRUE,,TRUE,FRANKFORT,FRANKLIN,KY,2794330,Post Office,Frankfort Post Office,Franklin,38.2154,-84.86434,157,1,38.2154,-84.86434
GALLIPOLIS,,GALLIPOLIS,OH,GALLIA,,,Gallia,1794,,TRUE,0,84264,TRUE,,TRUE,GALLIPOLIS,GALLIA,OH,1083486,Post Office,Gallipolis Post Office,Gallia,38.80884,-82.20444,175,1,38.80884,-82.20444
GEE'S BRIDGE,GEES BRIDGE,GEE'S BRIDGE,VA,BRUNSWICK,,,Brunswick,1794,1811,FALSE,9,84594,FALSE,17,FALSE,,,,,,,,,,,,,
GERMANTON,,GERMANTON,NC,STOKES,,,Stokes,1794,,TRUE,0,84745,TRUE,,TRUE,GERMANTON,STOKES,NC,2773800,Post Office,Germanton Post Office,Stokes,36.26599,-80.22009,207,1,36.26599,-80.22009
GLOUCESTER COURTHOUSE,GLOUCESTER,GLOUCESTER COURTHOUSE,VA,GLOUCESTER,,,Gloucester,1794,1893,TRUE,2,85339,TRUE,99,TRUE,GLOUCESTER,GLOUCESTER,VA,1761561,Post Office,Gloucester Post Office,Gloucester,37.41049,-76.51997,8,1,37.41049,-76.51997
GOLDSON'S,GOLDSONS,GOLDSON'S,VA,BRUNSWICK,,,Brunswick,1794,1807,TRUE,9,85464,FALSE,13,FALSE,,,,,,,,,,,,,
GREENBRIER,,GREENBRIER (C.H.),WV,GREENBRIER,,,Greenbrier,1794,1830,TRUE,5,86259,TRUE,36,TRUE,GREENBRIER,GREENBRIER,WV,1556434,School,Greenbrier High School (historical),Greenbrier,37.74929,-80.4723,533,1,37.74929,-80.4723
GREENVILLE,,GREENVILLE,NC,PITT,,,Pitt,1794,,TRUE,0,86382,TRUE,,TRUE,GREENVILLE,PITT,NC,1024979,Post Office,Greenville Post Office,Pitt,35.6152,-77.3748,17,1,35.6152,-77.3748
HALIFAX COURTHOUSE,HALIFAX,HALIFAX COURTHOUSE,VA,HALIFAX,,,Halifax,1794,1890,TRUE,3,87011,TRUE,96,TRUE,HALIFAX,HALIFAX,VA,2766221,Post Office,Halifax Post Office,Halifax,36.76305,-78.92791,131,1,36.76305,-78.92791
HARRIS',HARRIS,HARRIS',VA,BRUNSWICK,,,Brunswick,1794,1809,TRUE,9,87634,FALSE,15,FALSE,,,,,,,,,,,,,
HARRISVILLE,,HARRISVILLE,VA,BRUNSWICK,,,Brunswick/Dinwiddie,1794,,FALSE,4,87708,FALSE,,FALSE,,,,,,,,,,,,,
HARRODSBURG,HARRODSBURGH,HARRODSBURG(H),KY,MERCER,,,Mercer,1794,,TRUE,0,87719,TRUE,,TRUE,HARRODSBURG,MERCER,KY,2794180,Post Office,Harrodsburg Post Office,Mercer,37.76253,-84.84297,258,1,37.76253,-84.84297
HICKSFORD,,HICKSFORD,VA,GREENSVILLE,,,Greensville,1794,1887,TRUE,4,88782,TRUE,93,TRUE,HICKSFORD,GREENSVILLE,VA,1500991,School,Hicksford Elementary School,Greensville,36.68043,-77.56637,48,1,36.68043,-77.56637
HOPKINS,,HOPKINS,VA,CHESTERFIELD,,,Chesterfield,1794,1795,TRUE,9,89710,FALSE,1,FALSE,,,,,,,,,,,,,
KINSTON,,KINSTON,NC,LENOIR,,,Lenoir,1794,,TRUE,0,92857,TRUE,,TRUE,KINSTON,LENOIR,NC,1024601,Post Office,Kinston Post Office,Lenoir,35.26057,-77.57837,12,1,35.26057,-77.57837
LEXINGTON,,LEXINGTON,KY,FAYETTE,,,Fayette,1794,,TRUE,0,94768,TRUE,,TRUE,LEXINGTON,FAYETTE,KY,2793973,Post Office,Lexington Post Office,Fayette,38.07694,-84.50428,299,1,38.07694,-84.50428
LIBERTY,,LIBERTY,VA,BEDFORD,,,Bedford,1794,1890,TRUE,4,94794,TRUE,96,TRUE,LIBERTY,BEDFORD,VA,1498450,Populated Place,Liberty,Bedford,37.33431,-79.52309,306,1,37.33431,-79.52309
LIMESTONE,,LIMESTONE,KY,MASON,,,Mason,1794,1799,TRUE,9,94985,TRUE,5,TRUE,LIMESTONE,MASON,KY,2362904,Locale,Limestone Landing,Mason,38.64807,-83.76234,148,,38.64807,-83.76234
LINCOLNTON,,LINCOLNTON,NC,LINCOLN,,,Lincoln,1794,,TRUE,0,95039,TRUE,,TRUE,LINCOLNTON,LINCOLN,NC,2774155,Post Office,Lincolnton Post Office,Lincoln,35.47238,-81.25276,264,1,35.47238,-81.25276
